Comment,Pred,Not Whataboutism ProbWhataboutism Prob,Ground Truth
The Coalition of Puppies to Keep US from Being Thrown off a Cliff is offering a bounty of 100 face licks and 250 cute barks for anyone who kills a US soldier.,1,9.025584044976888e-05,0.9999097441595503,0
"I searched up Fallout 76 and this showed up
I'm not a political guy just saying",1,0.44962411275044706,0.550375887249553,0
Charlottesville Virginia: Criminals and terrorists whose killed innocent civilians last year in that place must be jailed.,1,0.00278796964676045,0.9972120303532395,0
"Violence from either side is repulsive in my eyes. Here is an article of accounts
from witnesses of both sides:http://www.latimes.com/nation/la-na-charlottesville-witnesses-20170815-story.html",1,0.000600946477253186,0.9993990535227467,0
Didn't Robert E Lee actually appose slavery? I remember reading that in school. So why are the alt right even trying to help keep his statue up?,1,0.2108321290497814,0.7891678709502186,0
It was the beginning of protesters fighting like thugs on the streets,1,0.034484789421534164,0.9655152105784658,0
"Protesting the destruction of a public statue in 2017 makes you a white nationalist now?! That's what ABC just said!
........... FAIL",1,0.055193372557396196,0.9448066274426038,0
Thank you for sharing what President Trump was actually saying because Dems at the DNC 2020 tonight are using words out of context to defame our sitting President about this incident!,1,0.00040726157662066134,0.9995927384233793,0
"I don’t see them being racist towards colored people. They only show that they’re proud to be white, just how us black people show pride for being black. It only becomes racist when the Antifa start attacking them and pushing their buttons. Everyone has the right to be proud of their race. Just because they say white power doesn’t mean they’re Nazi/Racist. Just how we don’t think Black Power to be Racist.",1,0.004932286174103226,0.9950677138258969,0
"I heard there was a helicopter crash near by. Also, i've heard about David Duke's statement. Now the liberal media will take what he said to brand all Trump supporters as racist pigs.",1,0.17298421937087805,0.827015780629122,0
HOLY COW! ! Total BS!! Violence caused by ANTIFA!!,1,0.002765759500942058,0.997234240499058,0
Still waiting for the Media and the Senators to come out say what it really is! The left Trying to erase our History and remove all Confederate Statues. But i keep hearing White Nationalists and White Supremecy! Starting to look like all Media is on the Left side!,1,0.08379943619475987,0.9162005638052401,0
These rallies are just another leftist attempt to lie about the right. Don't repeat history's mistakes.,1,0.12510502514274538,0.8748949748572545,0
It was a left-wing nut did it,1,0.009256052731313236,0.9907439472686868,0
They have a statue at the German cemetery in Belgium.Its a soldier....,1,0.29416469010559343,0.7058353098944066,0
"Too much oppression against white people. Too much BLM lies against white people. Too much bias and bigotry against white people. And so now, they wake up, they fight, they resist, and they defend.

Folks, remember this: Justice is never a gift from corrupt medias and politicians. You have to fight to earn it.",1,1.3908773460085867e-05,0.9999860912265398,0
"Keep taking away from the whites and give to others won't work out well, just as planned. Make it illegal to talk about granddaddy being a slave if the statues have to go so does that language.",1,0.09252917997457238,0.9074708200254277,0
Nazi's? I don't think so.,1,5.2276805947773685e-08,0.999999947723194,0
this wasnt terrorism a person getting run over during a riot doesnt classify as terrorism,1,1.2771651831387047e-06,0.9999987228348169,0
"Regardless of driver's motive, this should be a good lesson for all you leftists to stay out of the street when you ""protest"". Your fault for not thinking if this happens to you.",1,1.1301261864324802e-07,0.9999998869873813,0
"So glad the Media actually called it ""an act of terrorism"" .... because thats exactly what it is!! the only thing i find suspicious is how darkly tinted all the windows on the car were.... something doesnt seem right here...",1,0.18235402641129023,0.8176459735887097,0
At least Fox calls it terrorism,1,4.945168886033354e-08,0.9999999505483111,0
"Charlottesville Local Government and State Government are the reals of these problem, Political Correctness actions take by Government is the cause and they all should be held accountable no the President.",1,0.3944367399491434,0.6055632600508566,0
White nationalists???? It's RIGHTS UNITE and you don't have to be white to want to save democracy and the United States. Any color is welcome.,1,0.00015165876680278337,0.9998483412331972,0
why are historical monuments being removed. Is history being changed.,1,2.6994713030163548e-05,0.9999730052869699,0
Shame on the USA !! The world is laughing at the turmoil caused by the Nazis.,1,0.00010626172752082671,0.9998937382724792,0
"Protecting history is considered white nationalist and Nazi? No left is the problem! Any protest the left is at, there's violence!",1,0.001715656483866782,0.9982843435161333,0
"The Confederate flag was designed by/for the Southern Democrats, a.k.a. the slave owners. And the KKK is also a Southern Democratic movement. Why do Republicans even care about a flag that belongs to the Democrats??",1,0.015946705053487796,0.9840532949465123,0
"You MUST be kidding me.... These were not the KKK, they were people who wanted to secure their future, and they happen to be WHITE, and their in group preference and interests are being ridiculed and belittled by people who prefer folks with a darker skin color. THAT is why there is a backlash, and it will only get worse if you ignore us and try to dehumanize us. The WONDERFUL northern General, Grant, well, his statues still stand, but he refused to free his slaves. Invented the saying, ""Good help is hard to find"" when asked why he didnt free them...",1,0.2512934977164256,0.7487065022835744,0
"Posters here are a prime example of why it's so easy to recruit extremists willing to kill Americans. They reveal a hypocrisy in our so-called acceptance of different religious and ethnic backgrounds. Our so-called belief that everyone is equal under the law. Yet, protesters that are intentionally ran over by a white extremist is applauded by so many. Not even the President will denounce the act of this White Extremist movement. Simply stating all sides are wrong. I'm sure the ""Islamic Extremists"" are laughing and pointing their fingers saying ""I told you so."" They can now say, if Americans care so little about each other, what makes you think they care about Muslims being killed in bombing raids across the globe?",1,0.14169877636165082,0.8583012236383492,0
"Everyone at that demonstration is responsible for this tragedy. They all hate each other's races, beliefs, etc. President Trump called it correctly in his press briefing. Everyone out doing this are rats and want to cause trouble. Be it white nationalists, blm, pussy hats, students, etc. The one difference I've noticed is that the msm is condemning the white people and identifying them as white supremacy supporters and so on. Everyone else is a ""counter protester"". They did not do this when reporting on blm and other racist, hater groups. So, as always, the msm is pouring as much fuel on the fire as they can. Assholes. All.",1,0.17282532646641613,0.8271746735335838,0
Being stupid & liberal is obviously deadly.,1,0.4361864998772958,0.5638135001227043,0
Race war race war everybody,1,0.0010896467943114546,0.9989103532056886,0
"if I see anyone protesting peacefully threw my neighborhood with Nazi signs, I will attack them.",1,4.490203938107201e-06,0.9999955097960619,0
and people say whites stick together.,1,0.0001578155601140283,0.9998421844398859,0
I hate to say it but it's easy to root for the white guys in these riots. ANTIFA is so loathesome.,1,0.009789064116910872,0.9902109358830891,0
This is Germany after WWI all over again. Trump used these people to get elected but in the end he is just a business man and does not want bad business. There will be someone else who rises out of this to potentially lead the US into another civic war over white influence/identity. The result will either lead to the minorities being kicked out of the US or white people officially losing their control in the US. Sad it has come to this.,1,0.4355663053441946,0.5644336946558054,0
"The Antifa people were there as a security force to protect the peaceful anti-nazi demonstrators. They were armed only with non-lethal riot suppression equipment, while many of the mouth-breathers had firearms. The heroic Antifas were forced into action to protect the ministers of God, the women and youngsters who had come to peacefully protest against the ugly horde of evil doers.",1,0.4602385517610638,0.5397614482389361,0
